Distance (cm),Pressure (atm),Density (g/cm3),G_factor (g/cm3-s),F_factor (g/cm2-sec),Temperature (K),Radial_velocity (1/s),Axial_velocity (cm/sec),Pressure_gradient (g/cm3-s2),Mole_fraction_H2 (),Mole_fraction_H (),Mole_fraction_O (),Mole_fraction_O2 (),Mole_fraction_OH (),Mole_fraction_H2O (),Mole_fraction_HO2 (),Mole_fraction_H2O2 (),Mole_fraction_C (),Mole_fraction_CH (),Mole_fraction_CH2 (),Mole_fraction_CH2(S) (),Mole_fraction_CH3 (),Mole_fraction_CH4 (),Mole_fraction_CO (),Mole_fraction_CO2 (),Mole_fraction_HCO (),Mole_fraction_CH2O (),Mole_fraction_CH2OH (),Mole_fraction_CH3O (),Mole_fraction_CH3OH (),Mole_fraction_C2H (),Mole_fraction_C2H2 (),Mole_fraction_C2H3 (),Mole_fraction_C2H4 (),Mole_fraction_C2H5 (),Mole_fraction_C2H6 (),Mole_fraction_HCCO (),Mole_fraction_CH2CO (),Mole_fraction_HCCOH (),Mole_fraction_N (),Mole_fraction_NH (),Mole_fraction_NH2 (),Mole_fraction_NH3 (),Mole_fraction_NO (),Mole_fraction_NO2 (),Mole_fraction_N2O (),Mole_fraction_HNO (),Mole_fraction_HCN (),Mole_fraction_HCNO (),Mole_fraction_HNCO (),Mole_fraction_NCO (),Mole_fraction_N2 (),Mole_fraction_C3H7 (),Mole_fraction_C3H8 (),Mole_fraction_CH2CHO (),Mole_fraction_CH3CHO (),Molecular_weight (g/mole),Mass_density (g/cm3),Specific_heat_Cp (erg/g-K),Mixture_enthalpy (erg/g),Normal_strain_rate (1/sec),Shear_strain_rate (1/cm-sec),Mixture_viscosity (g/cm-sec),Mixture_thermal_conductivity (erg/cm-K-sec),Mixture_binary_diffusion_coefficients_H2 (cm2/sec),Mixture_binary_diffusion_coefficients_H (cm2/sec),Mixture_binary_diffusion_coefficients_O (cm2/sec),Mixture_binary_diffusion_coefficients_O2 (cm2/sec),Mixture_binary_diffusion_coefficients_OH (cm2/sec),Mixture_binary_diffusion_coefficients_H2O (cm2/sec),Mixture_binary_diffusion_coefficients_HO2 (cm2/sec),Mixture_binary_diffusion_coefficients_H2O2 (cm2/sec),Mixture_binary_diffusion_coefficients_C (cm2/sec),Mixture_binary_diffusion_coefficients_CH (cm2/sec),Mixture_binary_diffusion_coefficients_CH2 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2(S) (cm2/sec),Mixture_binary_diffusion_coefficients_CH3 (cm2/sec),Mixture_binary_diffusion_coefficients_CH4 (cm2/sec),Mixture_binary_diffusion_coefficients_CO (cm2/sec),Mixture_binary_diffusion_coefficients_CO2 (cm2/sec),Mixture_binary_diffusion_coefficients_HCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2O (cm2/sec),Mixture_binary_diffusion_coefficients_CH2OH (cm2/sec),Mixture_binary_diffusion_coefficients_CH3O (cm2/sec),Mixture_binary_diffusion_coefficients_CH3OH (cm2/sec),Mixture_binary_diffusion_coefficients_C2H (cm2/sec),Mixture_binary_diffusion_coefficients_C2H2 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H3 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H4 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H5 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H6 (cm2/sec),Mixture_binary_diffusion_coefficients_HCCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CO (cm2/sec),Mixture_binary_diffusion_coefficients_HCCOH (cm2/sec),Mixture_binary_diffusion_coefficients_N (cm2/sec),Mixture_binary_diffusion_coefficients_NH (cm2/sec),Mixture_binary_diffusion_coefficients_NH2 (cm2/sec),Mixture_binary_diffusion_coefficients_NH3 (cm2/sec),Mixture_binary_diffusion_coefficients_NNH (cm2/sec),Mixture_binary_diffusion_coefficients_NO (cm2/sec),Mixture_binary_diffusion_coefficients_NO2 (cm2/sec),Mixture_binary_diffusion_coefficients_N2O (cm2/sec),Mixture_binary_diffusion_coefficients_HNO (cm2/sec),Mixture_binary_diffusion_coefficients_CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCN (cm2/sec),Mixture_binary_diffusion_coefficients_H2CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNO (cm2/sec),Mixture_binary_diffusion_coefficients_HOCN (cm2/sec),Mixture_binary_diffusion_coefficients_HNCO (cm2/sec),Mixture_binary_diffusion_coefficients_NCO (cm2/sec),Mixture_binary_diffusion_coefficients_N2 (cm2/sec),Mixture_binary_diffusion_coefficients_AR (cm2/sec),Mixture_binary_diffusion_coefficients_C3H7 (cm2/sec),Mixture_binary_diffusion_coefficients_C3H8 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CHO (cm2/sec),Mixture_binary_diffusion_coefficients_CH3CHO (cm2/sec),Net_rxn_rate_GasRxn#1 (mole/cm3-sec),Forward_rxn_rate_GasRxn#1 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#1 (mole/cm3-sec),Net_rxn_rate_GasRxn#2 (mole/cm3-sec),Forward_rxn_rate_GasRxn#2 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#2 (mole/cm3-sec),Net_rxn_rate_GasRxn#3 (mole/cm3-sec),Forward_rxn_rate_GasRxn#3 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#3 (mole/cm3-sec),Net_rxn_rate_GasRxn#4 (mole/cm3-sec),Forward_rxn_rate_GasRxn#4 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#4 (mole/cm3-sec)
3.5,0.9999997,1.511541E-4,-0.007532883,0.01506544,2209.171,49.83577,199.3388,-1.179859,0.004101747,5.625011E-4,3.362922E-4,0.006373091,0.003521099,0.1817089,7.255424E-7,5.893286E-8,2.431443E-17,5.365908E-18,1.163021E-17,7.133803E-19,5.947363E-17,2.331991E-17,0.01012423,0.08398508,1.284587E-9,1.646421E-11,7.563467E-17,1.194891E-18,4.98694E-18,4.392648E-24,9.050432E-22,1.038222E-26,8.691888E-27,1.301909E-31,6.740235E-33,6.347882E-20,8.651327E-20,5.941483E-23,6.42345E-9,6.375343E-10,1.650777E-10,3.739133E-10,8.79065E-5,1.705607E-8,1.080407E-7,2.09213E-9,3.666143E-12,1.287482E-17,6.153031E-11,3.260972E-12,0.7091983,4.736338E-47,3.512843E-48,5.476514E-25,1.184231E-26,27.40107,1.511541E-4,1.512025E7,-2.550796E9,-102.9069,22.2761,7.053583E-4,15427.19,23.00169,39.14086,9.734248,6.311048,9.547605,8.565186,6.27277,6.23066,9.125312,10.4318,7.08225,7.08225,6.921239,6.888476,6.219854,4.934167,5.481732,5.436993,5.311917,5.311917,5.316771,5.329059,5.27502,5.224587,5.228723,4.795579,4.756866,7.850933,4.610235,4.610235,8.652761,10.27078,10.05155,7.755986,6.066912,6.168694,5.510665,5.008995,6.260105,6.112646,5.450421,5.400904,7.850823,5.030474,5.030474,5.030474,5.053358,6.420995,6.132919,3.716104,3.700264,4.589437,4.569522,2.134506E-9,3.968375E-9,1.833869E-9,7.828785E-9,1.438587E-8,6.557082E-9,8.604043E-7,4.176812E-4,4.168208E-4,4.75539E-8,1.48496E-7,1.009421E-7
3.75,0.9999997,1.506837E-4,-0.008348601,0.01308026,2217.357,55.4048,173.6121,-1.179859,0.003816391,4.847131E-4,2.921468E-4,0.005937772,0.003311196,0.1822897,6.535E-7,5.48866E-8,2.362671E-17,4.28233E-18,9.611995E-18,5.859575E-19,5.094225E-17,2.140246E-17,0.009491956,0.0846784,1.035734E-9,1.45045E-11,5.656734E-17,8.97541E-19,4.019097E-18,3.649665E-24,7.927332E-22,7.620358E-27,6.800769E-27,8.713466E-32,4.684661E-33,5.459943E-20,6.997069E-20,5.642332E-23,6.293364E-9,6.064157E-10,1.736378E-10,4.23608E-10,1.03188E-4,2.017467E-8,1.046694E-7,2.229684E-9,3.876292E-12,1.55072E-17,7.003749E-11,3.444797E-12,0.7095937,2.996783E-47,2.083874E-48,3.702796E-25,8.190571E-27,27.41701,1.506837E-4,1.512874E7,-2.547996E9,-115.0483,21.90965,7.070721E-4,15462.47,23.13416,39.37227,9.790615,6.347809,9.602775,8.616116,6.308885,6.266523,9.178299,10.49236,7.12337,7.12337,6.961399,6.928438,6.25566,4.961472,5.513627,5.468619,5.342809,5.342809,5.347669,5.359893,5.305531,5.254796,5.258999,4.823319,4.784374,7.896105,4.636939,4.636939,8.702934,10.33033,10.10986,7.80145,6.101849,6.204235,5.542375,5.037852,6.296172,6.147884,5.482202,5.432386,7.895995,5.05946,5.05946,5.05946,5.082483,6.461622,6.168191,3.737532,3.721596,4.616015,4.595979,1.087795E-9,2.958038E-9,1.870242E-9,3.970835E-9,1.062689E-8,6.656056E-9,4.393493E-7,3.402702E-4,3.398308E-4,2.343969E-8,1.153372E-7,9.189749E-8
4.0,0.9999997,1.503922E-4,-0.00915621,0.01089216,2222.448,60.88221,144.85,-1.179859,0.003640888,4.397401E-4,2.662613E-4,0.005659994,0.00317865,0.1826533,6.104683E-7,5.240164E-8,2.312876E-17,3.692783E-18,8.507038E-18,5.17277E-19,4.633463E-17,2.037558E-17,0.009096346,0.0851127,9.001728E-10,1.335422E-11,4.683212E-17,7.450999E-19,3.493466E-18,3.233878E-24,7.278614E-22,6.242937E-27,5.81846E-27,6.733112E-32,3.72698E-33,4.949014E-20,6.101899E-20,5.463603E-23,6.240644E-9,5.958165E-10,1.825341E-10,4.675778E-10,1.207389E-4,2.365142E-8,1.022211E-7,2.444165E-9,4.074202E-12,1.776211E-17,7.729482E-11,3.616313E-12,0.7098306,2.254251E-47,1.501901E-48,2.875428E-25,6.452375E-27,27.4268,1.503922E-4,1.513407E7,-2.546033E9,-126.6123,21.85764,7.081366E-4,15484.66,23.21676,39.51659,9.825765,6.370739,9.637176,8.647879,6.331405,6.288885,9.21134,10.53013,7.14901,7.14901,6.986441,6.953357,6.277986,4.978487,5.533515,5.488338,5.36207,5.36207,5.366935,5.37912,5.324556,5.273633,5.277878,4.840617,4.801527,7.924274,4.65359,4.65359,8.734221,10.36747,10.14622,7.829797,6.123634,6.226395,5.562149,5.055846,6.318662,6.169857,5.502018,5.452015,7.924163,5.077535,5.077535,5.077535,5.100643,6.486955,6.190186,3.750893,3.734897,4.632587,4.612476,5.531123E-10,2.438307E-9,1.885195E-9,2.015822E-9,8.714594E-9,6.698773E-9,2.234456E-7,2.973006E-4,2.970772E-4,1.163857E-8,9.774661E-8,8.610804E-8
4.25,0.9999997,1.502136E-4,-0.009966165,0.00850186,2225.564,66.34662,113.1969,-1.179859,0.003535727,4.135542E-4,2.509014E-4,0.005482468,0.003096113,0.1828802,5.843829E-7,5.08685E-8,2.280909E-17,3.365288E-18,7.892899E-18,4.793977E-19,4.381172E-17,1.983812E-17,0.008856737,0.08537705,8.244535E-10,1.268647E-11,4.162269E-17,6.633272E-19,3.202501E-18,3.001713E-24,6.914267E-22,5.522553E-27,5.294335E-27,5.746831E-32,3.246829E-33,4.658266E-20,5.609666E-20,5.36592E-23,6.26625E-9,6.011855E-10,1.92832E-10,5.09606E-10,1.427413E-4,2.794658E-8,1.005497E-7,2.763512E-9,4.288584E-12,1.977915E-17,8.394553E-11,3.799992E-12,0.7099637,1.901236E-47,1.233014E-48,2.458148E-25,5.567999E-27,27.43263,1.502136E-4,1.513741E7,-2.544596E9,-135.442,24.82057,7.087871E-4,15498.42,23.26743,39.6051,9.847332,6.384815,9.658281,8.667372,6.345223,6.302607,9.231609,10.5533,7.164739,7.164739,7.001803,6.968644,6.291685,4.988926,5.545716,5.500436,5.373887,5.373887,5.378756,5.390916,5.336228,5.28519,5.289461,4.851229,4.81205,7.94156,4.663806,4.663806,8.753415,10.39025,10.16853,7.847187,6.137001,6.239988,5.574282,5.066887,6.332461,6.183338,5.514175,5.464058,7.941449,5.088626,5.088626,5.088626,5.111787,6.502459,6.203682,3.759091,3.743059,4.642755,4.622598,2.656628E-10,2.155026E-9,1.889363E-9,9.686343E-10,7.684206E-9,6.715572E-9,1.074393E-7,2.728663E-4,2.727588E-4,5.502118E-9,8.792539E-8,8.242327E-8
4.375,0.9999997,1.501503E-4,-0.01042782,0.007227236,2226.661,69.44919,96.26667,-1.179859,0.003500022,4.046141E-4,2.455092E-4,0.005415598,0.003066361,0.1829632,5.749998E-7,5.031234E-8,2.270264E-17,3.257542E-18,7.693046E-18,4.671066E-19,4.301199E-17,1.968561E-17,0.008774731,0.08546913,7.992956E-10,1.246374E-11,3.993583E-17,6.368206E-19,3.107559E-18,2.926944E-24,6.800044E-22,5.295796E-27,5.130013E-27,5.443338E-32,3.099698E-33,4.563489E-20,5.451E-20,5.33895E-23,6.307025E-9,6.091115E-10,1.989429E-10,5.317793E-10,1.562655E-4,3.05702E-8,9.990651E-8,2.973367E-9,4.41251E-12,2.078421E-17,8.735116E-11,3.904982E-12,0.7100038,1.796217E-47,1.1539E-48,2.32776E-25,5.292272E-27,27.43459,1.501503E-4,1.513864E7,-2.544097E9,-141.7628,24.54015,7.090158E-4,15503.36,23.28533,39.63636,9.854952,6.389794,9.665738,8.674263,6.350106,6.307456,9.23877,10.56148,7.170295,7.170295,7.00723,6.974044,6.296526,4.992616,5.550028,5.504711,5.378063,5.378063,5.382933,5.395084,5.340353,5.289274,5.293554,4.854979,4.815769,7.94767,4.667416,4.667416,8.760196,10.3983,10.17641,7.853329,6.141724,6.24479,5.57857,5.070789,6.337338,6.188102,5.518471,5.468314,7.947559,5.092545,5.092545,5.092545,5.115725,6.507911,6.208452,3.761988,3.745943,4.646348,4.626175,1.71195E-10,2.060032E-9,1.888837E-9,6.24775E-10,7.343597E-9,6.718822E-9,6.95568E-8,2.645816E-4,2.64512E-4,3.524825E-9,8.45709E-8,8.104607E-8
4.5,0.9999997,1.501068E-4,-0.01088525,0.005895169,2227.419,72.51671,78.54633,-1.179859,0.003475368,3.982535E-4,2.415217E-4,0.00536269,0.003043931,0.1830249,5.678699E-7,4.988775E-8,2.262337E-17,3.182758E-18,7.557293E-18,4.587515E-19,4.249132E-17,1.960462E-17,0.008718177,0.08553559,7.818213E-10,1.231194E-11,3.878332E-17,6.186918E-19,3.043453E-18,2.87696E-24,6.728269E-22,5.145635E-27,5.024017E-27,5.244587E-32,3.004857E-33,4.499889E-20,5.345552E-20,5.32541E-23,6.375081E-9,6.221801E-10,2.063217E-10,5.562483E-10,1.730273E-4,3.381341E-8,9.939602E-8,3.245419E-9,4.559706E-12,2.183376E-17,9.102495E-11,4.028892E-12,0.7100258,1.729443E-47,1.10374E-48,2.240762E-25,5.110523E-27,27.43597,1.501068E-4,1.513953E7,-2.544298E9,-147.9493,24.07578,7.091729E-4,15506.79,23.29768,39.6579,9.860204,6.393231,9.670876,8.679017,6.353472,6.310798,9.243705,10.56712,7.174125,7.174125,7.01097,6.977766,6.299862,4.995153,5.552998,5.507657,5.380939,5.380939,5.385811,5.397956,5.343195,5.292088,5.296374,4.857563,4.818331,7.95188,4.669903,4.669903,8.764869,10.40385,10.18185,7.857562,6.144979,6.248098,5.581525,5.073478,6.340699,6.191385,5.52143,5.471245,7.951769,5.095246,5.095246,5.095246,5.118438,6.511664,6.211739,3.763984,3.74793,4.648824,4.628639,1.055081E-10,1.991454E-9,1.885946E-9,3.85689E-10,7.102228E-9,6.716539E-9,4.308314E-8,2.586367E-4,2.585936E-4,2.163232E-9,8.210981E-8,7.994658E-8
4.625,0.9999997,1.500815E-4,-0.01133508,0.004506398,2227.874,75.52618,60.05267,-1.179859,0.003459365,3.937979E-4,2.385133E-4,0.005318538,0.003026528,0.1830698,5.622415E-7,4.955076E-8,2.255466E-17,3.131624E-18,7.468693E-18,4.532688E-19,4.218306E-17,1.958197E-17,0.00868166,0.08558584,7.700557E-10,1.221493E-11,3.802479E-17,6.067305E-19,3.002914E-18,2.845123E-24,6.68938E-22,5.052025E-27,4.962684E-27,5.12254E-32,2.949149E-33,4.459593E-20,5.280651E-20,5.321982E-23,6.470012E-9,6.405379E-10,2.15236E-10,5.840749E-10,1.936813E-4,3.779706E-8,9.896934E-8,3.589931E-9,4.736083E-12,2.296827E-17,9.512688E-11,4.176098E-12,0.7100315,1.690535E-47,1.074556E-48,2.18529E-25,4.998222E-27,27.43695,1.500815E-4,1.514013E7,-2.546064E9,-153.9129,23.02897,7.09266E-4,15508.82,23.30502,39.67074,9.863326,6.395283,9.673928,8.681853,6.355469,6.312782,9.246641,10.57048,7.176402,7.176402,7.013194,6.979979,6.301843,4.996639,5.554761,5.509404,5.382645,5.382645,5.387518,5.399662,5.344882,5.293759,5.298048,4.859097,4.819852,7.954378,4.671378,4.671378,8.767649,10.40715,10.18508,7.860074,6.146912,6.250059,5.583278,5.075073,6.342694,6.193335,5.523186,5.472985,7.954267,5.096848,5.096848,5.096848,5.120048,6.513921,6.21369,3.765167,3.749108,4.650292,4.630101,6.111737E-11,1.940931E-9,1.879814E-9,2.240295E-10,6.930461E-9,6.706431E-9,2.514799E-8,2.543489E-4,2.543237E-4,1.249687E-9,8.025059E-8,7.90009E-8
4.75,0.9999997,1.500748E-4,-0.01176659,0.003062544,2228.04,78.4048,40.81356,-1.179859,0.003449875,3.906818E-4,2.361243E-4,0.005278645,0.003012068,0.1831015,5.574715E-7,4.926274E-8,2.247629E-17,3.096298E-18,7.412719E-18,4.497483E-19,4.203013E-17,1.960565E-17,0.008660732,0.08563131,7.624517E-10,1.215933E-11,3.755367E-17,5.992463E-19,2.980265E-18,2.825567E-24,6.674737E-22,4.999427E-27,4.935244E-27,5.056793E-32,2.922972E-33,4.43577E-20,5.246303E-20,5.325115E-23,6.579801E-9,6.623488E-10,2.251582E-10,6.141616E-10,2.170407E-4,4.227939E-8,9.857637E-8,3.985254E-9,4.932823E-12,2.414396E-17,9.950845E-11,4.338004E-12,0.7100213,1.672034E-47,1.060867E-48,2.152754E-25,4.937569E-27,27.43777,1.500748E-4,1.514043E7,-2.550891E9,-159.358,20.22411,7.092976E-4,15509.42,23.3075,39.67514,9.864371,6.395985,9.674945,8.682824,6.356131,6.313438,9.24763,10.57161,7.177167,7.177167,7.01394,6.98072,6.3025,4.997077,5.555343,5.509981,5.383207,5.383207,5.388081,5.400229,5.345443,5.294313,5.298603,4.859605,4.820356,7.9552,4.671862,4.671862,8.768583,10.40826,10.18616,7.860909,6.147554,6.250704,5.583853,5.075597,6.343355,6.193984,5.523767,5.473559,7.955089,5.097375,5.097375,5.097375,5.120577,6.514771,6.214332,3.765557,3.749496,4.650773,4.63058,3.268501E-11,1.901945E-9,1.86926E-9,1.203429E-10,6.805348E-9,6.685005E-9,1.351837E-8,2.5115E-4,2.511365E-4,6.674866E-10,7.876102E-8,7.809353E-8
4.875,0.9999997,1.500872E-4,-0.01214698,0.001567946,2227.928,80.93281,20.89381,-1.179859,0.003444927,3.88479E-4,2.341263E-4,0.005241,0.002999218,0.1831224,5.531989E-7,4.900169E-8,2.23717E-17,3.070542E-18,7.376704E-18,4.474052E-19,4.197616E-17,1.965844E-17,0.008651463,0.08568408,7.578234E-10,1.213319E-11,3.728746E-17,5.949275E-19,2.970614E-18,2.812905E-24,6.674816E-22,4.97447E-27,4.931223E-27,5.030401E-32,2.917771E-33,4.422159E-20,5.233476E-20,5.330177E-23,6.669191E-9,6.814179E-10,2.337827E-10,6.404106E-10,2.377087E-4,4.620532E-8,9.818361E-8,4.33692E-9,5.106964E-12,2.51261E-17,1.033045E-10,4.477201E-12,0.7099959,1.667431E-47,1.058066E-48,2.136467E-25,4.913812E-27,27.43865,1.500872E-4,1.514046E7,-2.560429E9,-163.4824,12.80388,7.092698E-4,15508.58,23.30522,39.67133,9.863381,6.395364,9.673966,8.681971,6.355478,6.312789,9.246713,10.57056,7.176451,7.176451,7.013239,6.980021,6.301857,4.996466,5.554765,5.509407,5.382645,5.382645,5.387518,5.399678,5.344897,5.293772,5.298059,4.859106,4.81986,7.954372,4.671371,4.671371,8.76771,10.40722,10.18514,7.860097,6.146927,6.250059,5.58327,5.075067,6.342705,6.193355,5.523191,5.472988,7.954261,5.096843,5.096843,5.096843,5.120044,6.514302,6.213688,3.765165,3.749105,4.650284,4.630092,1.654201E-11,1.870475E-9,1.853933E-9,6.130569E-11,6.711559E-9,6.650254E-9,6.615151E-9,2.486413E-4,2.486347E-4,3.378961E-10,7.750383E-8,7.716593E-8
5.0,0.9999997,1.501155E-4,-0.01238952,3.441473E-5,2227.592,82.5333,0.4585102,-1.179859,0.003442796,3.870008E-4,2.325484E-4,0.005208895,0.002988356,0.1831337,5.496469E-7,4.878154E-8,2.224225E-17,3.051053E-18,7.351342E-18,4.456869E-19,4.196272E-17,1.971205E-17,0.008650019,0.08574825,7.554078E-10,1.212543E-11,3.716679E-17,5.928484E-19,2.969335E-18,2.802875E-24,6.678356E-22,4.965173E-27,4.938561E-27,5.027484E-32,2.924117E-33,4.413437E-20,5.233024E-20,5.331377E-23,6.681196E-9,6.869787E-10,2.368481E-10,6.509557E-10,2.455862E-4,4.763473E-8,9.780866E-8,4.469342E-9,5.17606E-12,2.546887E-17,1.048208E-10,4.524806E-12,0.709962,1.669898E-47,1.061266E-48,2.131011E-25,4.91294E-27,27.43968,1.501155E-4,1.514026E7,-2.574677E9,-164.5088,-4.317443,7.091946E-4,15506.55,23.29907,39.66087,9.860736,6.39366,9.671365,8.679636,6.353755,6.311077,9.244249,10.56773,7.174532,7.174532,7.011362,6.97815,6.300155,4.994989,5.553241,5.507895,5.381166,5.381166,5.386039,5.398218,5.343451,5.292338,5.296619,4.857786,4.818551,7.952199,4.670085,4.670085,8.765368,10.40443,10.1824,7.857947,6.145268,6.248366,5.581742,5.073679,6.340987,6.191686,5.521675,5.471485,7.952088,5.095449,5.095449,5.095449,5.118645,6.512797,6.211996,3.764135,3.74808,4.649003,4.628816,1.043424E-11,1.846618E-9,1.836183E-9,3.886683E-11,6.645359E-9,6.606492E-9,3.609531E-9,2.467341E-4,2.467305E-4,2.132697E-10,7.651028E-8,7.629701E-8
5.125,0.9999997,1.5015E-4,-0.01231134,-0.001509389,2227.156,81.99362,-20.10509,-1.179859,0.003442497,3.863848E-4,2.317254E-4,0.005191379,0.002981978,0.1831356,5.477063E-7,4.865816E-8,2.211615E-17,3.039025E-18,7.334148E-18,4.444916E-19,4.194448E-17,1.973238E-17,0.008652922,0.08580749,7.55005E-10,1.212779E-11,3.716473E-17,5.926314E-19,2.972682E-18,2.79397E-24,6.675123E-22,4.963289E-27,4.945476E-27,5.035253E-32,2.932733E-33,4.40672E-20,5.236992E-20,5.323684E-23,6.576489E-9,6.707421E-10,2.308861E-10,6.356229E-10,2.323512E-4,4.500668E-8,9.754474E-8,4.238359E-9,5.069072E-12,2.48064E-17,1.025921E-10,4.424866E-12,0.709937,1.673206E-47,1.065695E-48,2.132838E-25,4.923137E-27,27.44062,1.5015E-4,1.513991E7,-2.58973E9,-162.9587,-15.7724,7.090995E-4,15504.02,23.29126,39.64754,9.857387,6.391488,9.668075,8.676663,6.35158,6.308915,9.241123,10.56415,7.1721,7.1721,7.008983,6.97578,6.298004,4.993165,5.551319,5.505988,5.379301,5.379301,5.384173,5.396372,5.341622,5.290526,5.2948,4.85612,4.816897,7.949459,4.668464,4.668464,8.7624,10.4009,10.17894,7.855231,6.143171,6.246234,5.579817,5.071928,6.338818,6.189577,5.519762,5.469588,7.949348,5.093692,5.093692,5.093692,5.11688,6.510828,6.209861,3.762837,3.746787,4.647388,4.627208,1.343495E-11,1.835092E-9,1.821657E-9,4.998497E-11,6.616705E-9,6.56672E-9,4.747533E-9,2.457379E-4,2.457331E-4,2.745666E-10,7.600006E-8,7.572549E-8
5.1875,0.9999997,1.501659E-4,-0.01216461,-0.002274263,2226.944,81.00784,-30.29001,-1.179859,0.00344321,3.86472E-4,2.31671E-4,0.005189454,0.002981064,0.1831327,5.47505E-7,4.864353E-8,2.206728E-17,3.037248E-18,7.331138E-18,4.442578E-19,4.194059E-17,1.973069E-17,0.008655849,0.08582693,7.556314E-10,1.213323E-11,3.721159E-17,5.932938E-19,2.976059E-18,2.79121E-24,6.672289E-22,4.9662E-27,4.949029E-27,5.043494E-32,2.937734E-33,4.405185E-20,5.240849E-20,5.317859E-23,6.502659E-9,6.58254E-10,2.259723E-10,6.22129E-10,2.211814E-4,4.283098E-8,9.74819E-8,4.045197E-9,4.976514E-12,2.425665E-17,1.006327E-10,4.343481E-12,0.7099307,1.675371E-47,1.068289E-48,2.136615E-25,4.932294E-27,27.44092,1.501659E-4,1.513972E7,-2.595679E9,-160.6749,-20.56319,7.090539E-4,15502.83,23.28753,39.64116,9.855792,6.390449,9.66651,8.675242,6.350546,6.307888,9.239633,10.56244,7.17094,7.17094,7.00785,6.97465,6.296982,4.992314,5.550406,5.505082,5.378415,5.378415,5.383287,5.395493,5.340753,5.289665,5.293935,4.855327,4.81611,7.948158,4.667694,4.667694,8.760985,10.39922,10.17729,7.853938,6.142174,6.245222,5.578903,5.071097,6.337786,6.188573,5.518852,5.468687,7.948047,5.092858,5.092858,5.092858,5.116042,6.50986,6.208848,3.762221,3.746173,4.646622,4.626445,1.802493E-11,1.834933E-9,1.816908E-9,6.697883E-11,6.619182E-9,6.552204E-9,6.752394E-9,2.456818E-4,2.45675E-4,3.684226E-10,7.596873E-8,7.560031E-8
5.25,0.9999997,1.501806E-4,-0.0119728,-0.003028557,2226.739,79.72264,-40.33219,-1.179859,0.003444674,3.868462E-4,2.31859E-4,0.005191907,0.002981699,0.1831271,5.478118E-7,4.86601E-8,2.202978E-17,3.038787E-18,7.333094E-18,4.443426E-19,4.194699E-17,1.972413E-17,0.00866014,0.0858386,7.568857E-10,1.214265E-11,3.729594E-17,5.945597E-19,2.980993E-18,2.790198E-24,6.670038E-22,4.972978E-27,4.95389E-27,5.056176E-32,2.944087E-33,4.40558E-20,5.246898E-20,5.311594E-23,6.423768E-9,6.445499E-10,2.204405E-10,6.066112E-10,2.085502E-4,4.038323E-8,9.74672E-8,3.827553E-9,4.870906E-12,2.363327E-17,9.837831E-11,4.252115E-12,0.7099279,1.678573E-47,1.071599E-48,2.142807E-25,4.945458E-27,27.44109,1.501806E-4,1.513952E7,-2.600364E9,-157.9176,-23.36583,7.090102E-4,15501.71,23.28396,39.63505,9.854268,6.389455,9.665014,8.673879,6.34956,6.306908,9.238207,10.56081,7.169832,7.169832,7.006766,6.973571,6.296006,4.991515,5.549535,5.504218,5.377571,5.377571,5.382442,5.394655,5.339923,5.288843,5.29311,4.854571,4.81536,7.946919,4.666962,4.666962,8.759632,10.39761,10.17572,7.852704,6.141222,6.244257,5.578032,5.070306,6.336803,6.187615,5.517985,5.467827,7.946808,5.092063,5.092063,5.092063,5.115243,6.508909,6.207881,3.761634,3.745588,4.645893,4.625719,2.477063E-11,1.838567E-9,1.813797E-9,9.194195E-11,6.633368E-9,6.541426E-9,9.699594E-9,2.459378E-4,2.459281E-4,5.06509E-10,7.608698E-8,7.558047E-8
