Distance (cm),Pressure (atm),Density (g/cm3),G_factor (g/cm3-s),F_factor (g/cm2-sec),Temperature (K),Radial_velocity (1/s),Axial_velocity (cm/sec),Pressure_gradient (g/cm3-s2),Mole_fraction_H2 (),Mole_fraction_H (),Mole_fraction_O (),Mole_fraction_O2 (),Mole_fraction_OH (),Mole_fraction_H2O (),Mole_fraction_HO2 (),Mole_fraction_H2O2 (),Mole_fraction_C (),Mole_fraction_CH (),Mole_fraction_CH2 (),Mole_fraction_CH2(S) (),Mole_fraction_CH3 (),Mole_fraction_CH4 (),Mole_fraction_CO (),Mole_fraction_CO2 (),Mole_fraction_HCO (),Mole_fraction_CH2O (),Mole_fraction_CH2OH (),Mole_fraction_CH3O (),Mole_fraction_CH3OH (),Mole_fraction_C2H (),Mole_fraction_C2H2 (),Mole_fraction_C2H3 (),Mole_fraction_C2H4 (),Mole_fraction_C2H5 (),Mole_fraction_C2H6 (),Mole_fraction_HCCO (),Mole_fraction_CH2CO (),Mole_fraction_HCCOH (),Mole_fraction_N (),Mole_fraction_NH (),Mole_fraction_NH2 (),Mole_fraction_NH3 (),Mole_fraction_NO (),Mole_fraction_NO2 (),Mole_fraction_N2O (),Mole_fraction_HNO (),Mole_fraction_HCN (),Mole_fraction_HCNO (),Mole_fraction_HNCO (),Mole_fraction_NCO (),Mole_fraction_N2 (),Mole_fraction_C3H7 (),Mole_fraction_C3H8 (),Mole_fraction_CH2CHO (),Mole_fraction_CH3CHO (),Molecular_weight (g/mole),Mass_density (g/cm3),Specific_heat_Cp (erg/g-K),Mixture_enthalpy (erg/g),Normal_strain_rate (1/sec),Shear_strain_rate (1/cm-sec),Mixture_viscosity (g/cm-sec),Mixture_thermal_conductivity (erg/cm-K-sec),Mixture_binary_diffusion_coefficients_H2 (cm2/sec),Mixture_binary_diffusion_coefficients_H (cm2/sec),Mixture_binary_diffusion_coefficients_O (cm2/sec),Mixture_binary_diffusion_coefficients_O2 (cm2/sec),Mixture_binary_diffusion_coefficients_OH (cm2/sec),Mixture_binary_diffusion_coefficients_H2O (cm2/sec),Mixture_binary_diffusion_coefficients_HO2 (cm2/sec),Mixture_binary_diffusion_coefficients_H2O2 (cm2/sec),Mixture_binary_diffusion_coefficients_C (cm2/sec),Mixture_binary_diffusion_coefficients_CH (cm2/sec),Mixture_binary_diffusion_coefficients_CH2 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2(S) (cm2/sec),Mixture_binary_diffusion_coefficients_CH3 (cm2/sec),Mixture_binary_diffusion_coefficients_CH4 (cm2/sec),Mixture_binary_diffusion_coefficients_CO (cm2/sec),Mixture_binary_diffusion_coefficients_CO2 (cm2/sec),Mixture_binary_diffusion_coefficients_HCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2O (cm2/sec),Mixture_binary_diffusion_coefficients_CH2OH (cm2/sec),Mixture_binary_diffusion_coefficients_CH3O (cm2/sec),Mixture_binary_diffusion_coefficients_CH3OH (cm2/sec),Mixture_binary_diffusion_coefficients_C2H (cm2/sec),Mixture_binary_diffusion_coefficients_C2H2 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H3 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H4 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H5 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H6 (cm2/sec),Mixture_binary_diffusion_coefficients_HCCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CO (cm2/sec),Mixture_binary_diffusion_coefficients_HCCOH (cm2/sec),Mixture_binary_diffusion_coefficients_N (cm2/sec),Mixture_binary_diffusion_coefficients_NH (cm2/sec),Mixture_binary_diffusion_coefficients_NH2 (cm2/sec),Mixture_binary_diffusion_coefficients_NH3 (cm2/sec),Mixture_binary_diffusion_coefficients_NNH (cm2/sec),Mixture_binary_diffusion_coefficients_NO (cm2/sec),Mixture_binary_diffusion_coefficients_NO2 (cm2/sec),Mixture_binary_diffusion_coefficients_N2O (cm2/sec),Mixture_binary_diffusion_coefficients_HNO (cm2/sec),Mixture_binary_diffusion_coefficients_CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCN (cm2/sec),Mixture_binary_diffusion_coefficients_H2CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNO (cm2/sec),Mixture_binary_diffusion_coefficients_HOCN (cm2/sec),Mixture_binary_diffusion_coefficients_HNCO (cm2/sec),Mixture_binary_diffusion_coefficients_NCO (cm2/sec),Mixture_binary_diffusion_coefficients_N2 (cm2/sec),Mixture_binary_diffusion_coefficients_AR (cm2/sec),Mixture_binary_diffusion_coefficients_C3H7 (cm2/sec),Mixture_binary_diffusion_coefficients_C3H8 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CHO (cm2/sec),Mixture_binary_diffusion_coefficients_CH3CHO (cm2/sec),Net_rxn_rate_GasRxn#1 (mole/cm3-sec),Forward_rxn_rate_GasRxn#1 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#1 (mole/cm3-sec),Net_rxn_rate_GasRxn#2 (mole/cm3-sec),Forward_rxn_rate_GasRxn#2 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#2 (mole/cm3-sec),Net_rxn_rate_GasRxn#3 (mole/cm3-sec),Forward_rxn_rate_GasRxn#3 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#3 (mole/cm3-sec),Net_rxn_rate_GasRxn#4 (mole/cm3-sec),Forward_rxn_rate_GasRxn#4 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#4 (mole/cm3-sec)
7.457031,0.9999997,2.676517E-4,-0.006842852,-0.02089416,1220.598,25.56625,-156.1295,-1.179859,0.01722738,3.380473E-4,5.383584E-5,0.1112016,1.450813E-4,0.09514059,1.486931E-4,1.620616E-5,1.479099E-10,1.302158E-8,2.246788E-6,1.918504E-7,9.584313E-4,0.0385962,0.02759515,0.01434261,5.02119E-6,9.591622E-4,4.017704E-7,1.19219E-5,1.429707E-4,5.22607E-10,4.963615E-5,4.098135E-7,3.79473E-4,2.125666E-5,8.81606E-4,3.699408E-7,6.361788E-5,4.18161E-8,5.15438E-10,4.95819E-9,1.362711E-8,4.149767E-8,5.054449E-6,6.262141E-8,2.557907E-8,3.505665E-9,1.377828E-6,3.214045E-8,2.75318E-7,2.687629E-9,0.6916658,1.340555E-7,1.529807E-5,1.368994E-6,2.838534E-5,26.80777,2.676517E-4,1.392998E7,-1.306299E9,5597.638,-29.72053,4.728703E-4,9487.713,8.663538,14.52636,3.651738,2.326731,3.58156,3.105731,2.358999,2.34342,3.426968,3.911686,2.655491,2.655488,2.596559,2.621857,2.338659,1.891149,2.028998,2.012925,1.96992,1.969923,1.969682,1.996144,1.976114,1.957376,1.952918,1.794277,1.780299,2.942689,1.712795,1.712802,3.250572,3.851484,3.766155,2.856899,2.285497,2.320269,2.066146,1.87611,2.353122,2.302035,2.012167,1.994091,2.94265,1.884044,1.884044,1.884044,1.892499,2.308346,2.304173,1.391847,1.385979,1.705157,1.697832,7.068273E-10,7.068274E-10,4.01254E-17,1.158503E-8,1.158503E-8,7.731582E-18,5.52973E-5,5.841611E-5,3.118807E-6,1.595919E-5,1.59592E-5,1.154468E-11
7.45752,0.9999997,2.724647E-4,-0.006961948,-0.02089753,1199.474,25.55174,-153.3962,-1.179859,0.01709451,3.066708E-4,4.795321E-5,0.1133506,1.297549E-4,0.09304604,1.479666E-4,1.70294E-5,9.829424E-11,9.695169E-9,1.87374E-6,1.599076E-7,8.853126E-4,0.03998764,0.02680388,0.01381069,4.362019E-6,9.565353E-4,3.411577E-7,1.227727E-5,1.455554E-4,3.90681E-10,4.759573E-5,3.261457E-7,3.692291E-4,1.968722E-5,8.864384E-4,3.056601E-7,6.055654E-5,3.854664E-8,4.396547E-10,4.583409E-9,1.308226E-8,4.068502E-8,4.888657E-6,6.776659E-8,2.460665E-8,3.404797E-9,1.328244E-6,3.065885E-8,2.655466E-7,2.417431E-9,0.6918159,1.271101E-7,1.534136E-5,1.367175E-6,2.725933E-5,26.81756,2.724647E-4,1.388891E7,-1.340596E9,5587.668,-29.81863,4.67382E-4,9342.152,8.412863,14.10224,3.545789,2.258135,3.47764,3.011559,2.290501,2.275372,3.327753,3.798219,2.578277,2.578275,2.520977,2.547021,2.270805,1.836053,1.968666,1.953074,1.911534,1.911537,1.911162,1.937848,1.918401,1.900209,1.895595,1.741738,1.728171,2.856779,1.662037,1.662043,3.156449,3.739718,3.656785,2.771704,2.219343,2.252949,2.005749,1.821174,2.284752,2.235401,1.952133,1.934595,2.85674,1.828878,1.828878,1.828878,1.837087,2.240923,2.237093,1.35106,1.345363,1.654623,1.647513,5.938955E-10,5.938956E-10,1.797899E-17,9.973262E-9,9.973262E-9,3.441755E-18,4.631535E-5,4.873836E-5,2.423011E-6,1.464849E-5,1.46485E-5,7.390967E-12
7.458008,0.9999997,2.774441E-4,-0.007085141,-0.02090096,1178.381,25.53718,-150.6679,-1.179859,0.01695817,2.779504E-4,4.264608E-5,0.1154759,1.161156E-4,0.09095755,1.472531E-4,1.781217E-5,6.492607E-11,7.194935E-9,1.559208E-6,1.330877E-7,8.152833E-4,0.04137042,0.02601984,0.01329155,3.775506E-6,9.525341E-4,2.888739E-7,1.26667E-5,1.478326E-4,2.90438E-10,4.563764E-5,2.584302E-7,3.587819E-4,1.813841E-5,8.875839E-4,2.513706E-7,5.75523E-5,3.558092E-8,3.769408E-10,4.235243E-9,1.25636E-8,3.985582E-8,4.725826E-6,7.336741E-8,2.36595E-8,3.309806E-9,1.27987E-6,2.923726E-8,2.55939E-7,2.174601E-9,0.6919731,1.205419E-7,1.52957E-5,1.367934E-6,2.612863E-5,26.82745,2.774441E-4,1.384641E7,-1.37584E9,5564.057,-29.96249,4.618724E-4,9196.413,8.165558,13.68382,3.441263,2.190511,3.375117,2.918712,2.222918,2.208234,3.229863,3.686275,2.502091,2.50209,2.446408,2.473112,2.203858,1.78167,1.90915,1.894031,1.853935,1.853939,1.853432,1.880329,1.861455,1.843803,1.839037,1.689898,1.676735,2.772025,1.611962,1.611967,3.063584,3.629455,3.54889,2.68767,2.154071,2.186529,1.946158,1.766973,2.217295,2.169656,1.892913,1.875905,2.771987,1.774448,1.774448,1.774448,1.782414,2.174438,2.170911,1.310814,1.305285,1.604768,1.59787,4.979459E-10,4.979459E-10,7.821548E-18,8.573852E-9,8.573852E-9,1.495689E-18,3.863831E-5,4.05177E-5,1.879388E-6,1.343277E-5,1.343278E-5,4.672355E-12
7.458984,0.9999997,2.879212E-4,-0.007344271,-0.02090801,1136.349,25.50792,-145.2342,-1.179859,0.01667609,2.278948E-4,3.36011E-5,0.1196518,9.33751E-5,0.08680367,1.459621E-4,1.924994E-5,2.862296E-11,3.96458E-9,1.078773E-6,9.21062E-8,6.853338E-4,0.04410557,0.02447606,0.01229105,2.802765E-6,9.405214E-4,2.059295E-7,1.357222E-5,1.514535E-4,1.593092E-10,4.195224E-5,1.617338E-7,3.374827E-4,1.516183E-5,8.794733E-4,1.686129E-7,5.174781E-5,3.045916E-8,2.826903E-10,3.613041E-9,1.160225E-8,3.81557E-8,4.408709E-6,8.602162E-8,2.183941E-8,3.136352E-9,1.186662E-6,2.656978E-8,2.372428E-7,1.762673E-9,0.6923081,1.088301E-7,1.496139E-5,1.374848E-6,2.387868E-5,26.84748,2.879212E-4,1.37572E7,-1.448528E9,5511.901,-30.13589,4.508028E-4,8904.846,7.681786,12.86531,3.23679,2.058367,3.174562,2.737264,2.090697,2.076883,3.038351,3.467288,2.353026,2.353025,2.300527,2.328307,2.072882,1.675212,1.792742,1.778547,1.741272,1.741275,1.740514,1.767788,1.750039,1.73344,1.728386,1.588471,1.576095,2.606237,1.514009,1.514012,2.881906,3.413762,3.337844,2.523332,2.02637,2.056582,1.829576,1.66093,2.085319,2.041025,1.777092,1.761123,2.606202,1.66796,1.66796,1.66796,1.675451,2.044463,2.041432,1.232069,1.226868,1.507246,1.500763,3.48452E-10,3.48452E-10,1.35038E-18,6.321364E-9,6.321364E-9,2.626668E-19,2.659483E-5,2.772357E-5,1.128737E-6,1.128142E-5,1.128142E-5,1.79956E-12
7.459961,0.9999997,2.991074E-4,-0.007620806,-0.02091531,1094.679,25.47849,-139.8515,-1.179859,0.01638393,1.861248E-4,2.628816E-5,0.1237181,7.550177E-5,0.08269248,1.45041E-4,2.050823E-5,1.249352E-11,2.174266E-9,7.451667E-7,6.377426E-8,5.701794E-4,0.04678956,0.02297097,0.01134048,2.055079E-6,9.233902E-4,1.455324E-7,1.471509E-5,1.537974E-4,8.584887E-11,3.854046E-5,1.004143E-7,3.160655E-4,1.245887E-5,8.592975E-4,1.114851E-7,4.628643E-5,2.620835E-8,2.155646E-10,3.075914E-9,1.073425E-8,3.641884E-8,4.102336E-6,1.008634E-7,2.011606E-8,2.982024E-9,1.098032E-6,2.412544E-8,2.193046E-7,1.431246E-9,0.6926699,9.946298E-8,1.436512E-5,1.378656E-6,2.16974E-5,26.86779,2.991074E-4,1.366265E7,-1.522921E9,5441.169,-30.28939,4.397018E-4,8614.236,7.214128,12.07399,3.039121,1.930803,2.980682,2.562097,1.962857,1.949884,2.853186,3.255583,2.208882,2.208882,2.159489,2.18803,1.946248,1.572206,1.680237,1.666933,1.632376,1.632379,1.631379,1.658967,1.642305,1.626726,1.621405,1.490399,1.478779,2.445977,1.419325,1.419328,2.706249,3.205248,3.13384,2.364537,1.902896,1.930942,1.71686,1.558402,1.957715,1.916649,1.665166,1.650199,2.445943,1.565001,1.565001,1.565001,1.572033,1.918915,1.916248,1.155924,1.151041,1.41298,1.406898,2.413304E-10,2.413304E-10,2.055953E-19,4.628782E-9,4.628782E-9,4.174747E-20,1.800533E-5,1.868067E-5,6.753397E-7,9.450867E-6,9.450868E-6,6.588033E-13
7.460938,0.9999997,3.110336E-4,-0.007915466,-0.0209229,1053.51,25.44891,-134.5379,-1.179859,0.01608365,1.513127E-4,2.041324E-5,0.1276666,6.151082E-5,0.07863432,1.446094E-4,2.158646E-5,5.439978E-12,1.192668E-9,5.164584E-7,4.437104E-8,4.701302E-4,0.04941381,0.02150966,0.0104394,1.490921E-6,9.013503E-4,1.021103E-7,1.61695E-5,1.548464E-4,4.559116E-11,3.537407E-5,6.223366E-8,2.94832E-4,1.009516E-5,8.290973E-4,7.287426E-8,4.121666E-5,2.266149E-8,1.665712E-10,2.612296E-9,9.951231E-9,3.466153E-8,3.806208E-6,1.181143E-7,1.848751E-8,2.84365E-9,1.013867E-6,2.189039E-8,2.021698E-7,1.165607E-9,0.6930578,9.26366E-8,1.357271E-5,1.367884E-6,1.962126E-5,26.88834,3.110336E-4,1.35631E7,-1.597891E9,5354.096,-30.42038,4.286017E-4,8325.589,6.763896,11.31208,2.848807,1.808159,2.794017,2.393698,1.839758,1.827596,2.674887,3.051751,2.070069,2.070069,2.023689,2.052702,1.824311,1.472956,1.571955,1.559508,1.527558,1.527562,1.526338,1.554175,1.538561,1.523964,1.518397,1.39596,1.385066,2.291692,1.328182,1.328184,2.53711,3.004496,2.937449,2.211738,1.783997,1.809961,1.608328,1.45968,1.834841,1.79688,1.557454,1.543453,2.291661,1.465864,1.465864,1.465864,1.472453,1.798128,1.79571,1.082596,1.078019,1.322239,1.316543,1.652435E-10,1.652435E-10,2.745528E-20,3.361685E-9,3.361685E-9,5.989146E-21,1.19855E-5,1.238851E-5,4.030144E-7,7.899965E-6,7.899965E-6,2.291684E-13
7.461914,0.9999997,3.237321E-4,-0.008229013,-0.02093078,1012.967,25.4192,-129.3093,-1.179859,0.01577681,1.22315E-4,1.572816E-5,0.131491,5.056939E-5,0.07463804,1.446943E-4,2.248957E-5,2.369072E-12,6.563757E-10,3.606497E-7,3.113652E-8,3.846755E-4,0.05197163,0.02009604,0.009587125,1.072046E-6,8.746423E-4,7.119445E-8,1.800263E-5,1.546007E-4,2.389426E-11,3.242932E-5,3.86931E-8,2.740002E-4,8.092973E-6,7.910188E-4,4.723906E-8,3.656579E-5,1.968266E-8,1.299742E-10,2.212181E-9,9.244456E-9,3.289794E-8,3.519928E-6,1.379186E-7,1.695154E-8,2.717775E-9,9.340574E-7,1.984858E-8,1.858651E-7,9.532918E-10,0.6934713,8.813588E-8,1.264746E-5,1.332625E-6,1.767246E-5,26.9091,3.237321E-4,1.345892E7,-1.672448E9,5252.715,-30.5263,4.17532E-4,8039.825,6.332076,10.58123,2.666264,1.690686,2.614976,2.232431,1.721671,1.710287,2.503847,2.856238,1.936895,1.936895,1.893426,1.922647,1.70734,1.377693,1.468141,1.456513,1.427054,1.427058,1.425626,1.453646,1.439037,1.425382,1.419593,1.305366,1.295166,2.143723,1.240785,1.240786,2.374858,2.811946,2.749099,2.065274,1.669936,1.693907,1.504222,1.364983,1.716971,1.681982,1.454199,1.441124,2.143693,1.370769,1.370769,1.370769,1.376934,1.682356,1.680085,1.012251,1.007968,1.235227,1.229902,1.117713E-10,1.117713E-10,3.197706E-21,2.417607E-9,2.417607E-9,7.729442E-22,7.841969E-6,8.08192E-6,2.399508E-7,6.587679E-6,6.587679E-6,7.567488E-14
7.462891,0.9999997,3.372369E-4,-0.00856224,-0.02093898,973.1597,25.38939,-124.1797,-1.179859,0.01546465,9.817007E-5,1.202345E-5,0.1351864,4.198348E-5,0.07071125,1.452193E-4,2.322513E-5,1.031965E-12,3.629261E-10,2.544956E-7,2.209244E-8,3.127433E-4,0.05445799,0.01873304,0.008782781,7.65308E-7,8.43566E-4,4.935223E-8,2.025463E-5,1.530761E-4,1.236424E-11,2.968655E-5,2.421774E-8,2.537292E-4,6.44065E-6,7.471438E-4,3.046278E-8,3.234219E-5,1.716258E-8,1.020701E-10,1.86701E-9,8.605228E-9,3.11403E-8,3.24323E-6,1.603021E-7,1.550579E-8,2.600812E-9,8.584973E-7,1.798328E-8,1.704032E-7,7.838606E-10,0.6939098,8.522481E-8,1.164497E-5,1.267407E-6,1.586207E-5,26.93006,3.372369E-4,1.334513E7,-1.745672E9,5139.031,-30.60473,4.065195E-4,7757.781,5.919367,9.882617,2.49179,1.578558,2.443849,2.078553,1.608791,1.598151,2.340346,2.669362,1.80958,1.80958,1.76891,1.798106,1.595527,1.286586,1.368966,1.358121,1.331029,1.331034,1.329413,1.357546,1.3439,1.331145,1.325158,1.218768,1.209231,2.002308,1.15728,1.157281,2.219761,2.627907,2.569092,1.925387,1.560901,1.58297,1.404713,1.274469,1.604296,1.572144,1.355574,1.343383,2.002281,1.279874,1.279874,1.279874,1.285633,1.571774,1.569564,0.9450076,0.9410052,1.152091,1.14712,7.465943E-11,7.465943E-11,3.229211E-22,1.718663E-9,1.718663E-9,8.934578E-23,5.042652E-6,5.185058E-6,1.424062E-7,5.476197E-6,5.476197E-6,2.367712E-14
7.463867,0.9999997,3.515832E-4,-0.008915976,-0.02094752,934.1822,25.35951,-119.1611,-1.179859,0.01514816,7.808701E-5,9.12191E-6,0.1387495,3.518441E-5,0.0668606,1.460052E-4,2.380142E-5,4.484605E-13,2.0144E-10,1.816656E-7,1.585802E-8,2.529277E-4,0.05686914,0.01742278,0.008025359,5.432542E-7,8.085129E-4,3.401513E-8,2.291167E-5,1.503044E-4,6.312154E-12,2.712962E-5,1.528393E-8,2.341368E-4,5.104107E-6,6.993728E-4,1.960289E-8,2.853815E-5,1.501414E-8,8.042838E-11,1.569504E-9,8.025233E-9,2.93991E-8,2.976013E-6,1.851277E-7,1.414773E-8,2.489251E-9,7.870841E-7,1.627812E-8,1.557871E-7,6.486667E-10,0.6943723,8.270111E-8,1.061069E-5,1.172481E-6,1.419315E-5,26.95118,3.515832E-4,1.322174E7,-1.816584E9,5014.727,-30.65335,3.955886E-4,7480.209,5.526203,9.216984,2.325567,1.471874,2.280818,1.932221,1.50124,1.491309,2.18456,2.491321,1.688264,1.688264,1.650276,1.67924,1.488993,1.199743,1.274541,1.264439,1.239592,1.239596,1.237804,1.265984,1.253254,1.241357,1.235196,1.136264,1.127357,1.867599,1.07776,1.07776,2.071984,2.452576,2.397618,1.792229,1.457009,1.47727,1.309911,1.188238,1.49694,1.467486,1.261686,1.250337,1.867573,1.19328,1.19328,1.19328,1.198653,1.466488,1.464266,0.8809407,0.8772059,1.072923,1.068288,4.926535E-11,4.926535E-11,2.810192E-23,1.205599E-9,1.205599E-9,9.197251E-24,3.18746E-6,3.271503E-6,8.404291E-8,4.532991E-6,4.532991E-6,6.997207E-15
7.464844,0.9999997,3.668072E-4,-0.009291068,-0.02095641,896.1162,25.32957,-114.2639,-1.179859,0.01482809,6.142656E-5,6.873073E-6,0.1421777,2.971641E-5,0.06309198,1.467851E-4,2.422637E-5,1.933215E-13,1.118316E-10,1.30993E-7,1.149229E-8,2.036737E-4,0.05920239,0.01616675,0.007313741,3.839733E-7,7.699932E-4,2.329965E-8,2.588021E-5,1.46336E-4,3.17261E-12,2.474522E-5,9.72095E-9,2.153104E-4,4.037753E-6,6.493607E-4,1.262294E-8,2.513362E-5,1.316827E-8,6.342325E-11,1.313486E-9,7.496757E-9,2.768322E-8,2.718367E-6,2.120551E-7,1.287476E-8,2.379883E-9,7.197193E-7,1.471777E-8,1.420124E-7,5.406217E-10,0.694858,7.923338E-8,9.579733E-6,1.053165E-6,1.266336E-5,26.97244,3.668072E-4,1.309299E7,-1.884508E9,4881.113,-30.66992,3.847614E-4,7207.782,5.152802,8.584709,2.167691,1.370679,2.125973,1.793508,1.39908,1.389823,2.036578,2.322215,1.573021,1.57302,1.537591,1.566146,1.387799,1.117225,1.184923,1.175526,1.152795,1.1528,1.150854,1.179013,1.167154,1.156072,1.149762,1.057902,1.049596,1.739672,1.002274,1.002274,1.931612,2.28605,2.23477,1.665876,1.358322,1.37687,1.219872,1.106341,1.394966,1.368068,1.172593,1.162043,1.739648,1.111039,1.111039,1.111039,1.116045,1.366546,1.364252,0.8200905,0.8166099,0.9977703,0.9934562,3.215303E-11,3.215303E-11,2.09429E-24,8.331216E-10,8.331216E-10,8.372061E-25,1.981738E-6,2.030867E-6,4.912881E-8,3.731625E-6,3.731625E-6,1.94453E-15
7.46582,0.9999997,3.829445E-4,-0.009688351,-0.02096567,859.0337,25.29962,-109.4972,-1.179859,0.01450502,4.767682E-5,5.148962E-6,0.1454695,2.522532E-5,0.05941072,1.472328E-4,2.450703E-5,8.194941E-14,6.170103E-11,9.503279E-8,8.369615E-9,1.63419E-4,0.0614558,0.01496591,0.006646728,2.705068E-7,7.286408E-4,1.584673E-8,2.897622E-5,1.412455E-4,1.564778E-12,2.252222E-5,6.214409E-9,1.973137E-4,3.193243E-6,5.984922E-4,8.151422E-9,2.210052E-5,1.157037E-8,4.994371E-11,1.0937E-9,7.012807E-9,2.600019E-8,2.470601E-6,2.405114E-7,1.168421E-8,2.270031E-9,6.563063E-7,1.328831E-8,1.290696E-7,4.539744E-10,0.6953659,7.387913E-8,8.57788E-6,9.179323E-7,1.126707E-5,26.99381,3.829445E-4,1.296101E7,-1.94898E9,4739.238,-30.65229,3.740588E-4,6941.119,4.799208,7.985887,2.018181,1.274967,1.979335,1.662422,1.302328,1.293708,1.896422,2.162067,1.463869,1.463869,1.430872,1.458869,1.291962,1.039054,1.100125,1.091394,1.070652,1.070658,1.068578,1.09665,1.085616,1.075306,1.068871,0.9836982,0.9759603,1.618544,0.9308341,0.9308342,1.798667,2.128351,2.080568,1.546347,1.264853,1.281783,1.13461,1.028793,1.298389,1.273905,1.088308,1.078514,1.618522,1.033165,1.033165,1.033165,1.037823,1.271954,1.269538,0.7624687,0.759229,0.926647,0.9226361,2.079819E-11,2.079819E-11,1.328352E-25,5.663671E-10,5.663671E-10,6.684727E-26,1.213159E-6,1.241458E-6,2.829933E-8,3.051389E-6,3.051389E-6,5.053762E-16
7.466797,0.9999997,4.000293E-4,-0.01010862,-0.02097534,822.9989,25.26969,-104.869,-1.179859,0.0141794,3.642508E-5,3.841006E-6,0.1486237,2.144767E-5,0.0558218,1.470035E-4,2.464935E-5,3.378749E-14,3.354431E-11,6.894816E-8,6.085206E-9,1.306945E-4,0.06362797,0.0138208,0.00602306,1.900638E-7,6.851872E-4,1.068783E-8,3.194116E-5,1.351359E-4,7.542417E-13,2.045115E-5,3.975856E-9,1.801911E-4,2.525437E-6,5.478868E-4,5.285452E-9,1.940667E-5,1.017727E-8,3.921082E-11,9.056408E-10,6.567187E-9,2.435628E-8,2.233242E-6,2.696836E-7,1.057336E-8,2.15774E-9,5.967499E-7,1.19774E-8,1.169452E-7,3.841056E-10,0.6958945,6.644955E-8,7.623124E-6,7.762419E-7,9.99684E-6,27.01526,4.000293E-4,1.282761E7,-2.009691E9,4589.935,-30.59835,3.635007E-4,6680.788,4.465325,7.420376,1.877001,1.1847,1.840868,1.538918,1.21096,1.202943,1.764059,2.010836,1.360786,1.360786,1.330093,1.357409,1.201457,0.9652192,1.020127,1.012025,0.9931461,0.9931523,0.9909556,1.018878,1.008623,0.9990422,0.9925062,0.9136368,0.9064366,1.504186,0.8634253,0.8634252,1.673115,1.979438,1.934972,1.433609,1.176582,1.191988,1.054107,0.9555775,1.207188,1.184977,1.008811,0.9997296,1.504165,0.9596411,0.9596411,0.9596411,0.9639706,1.182677,1.180103,0.7080642,0.7050521,0.859537,0.8558122,1.337089E-11,1.337089E-11,7.128771E-27,3.783419E-10,3.783419E-10,4.641949E-27,7.322675E-7,7.482347E-7,1.596718E-8,2.476098E-6,2.476098E-6,1.220917E-16
7.467773,0.9999997,4.18092E-4,-0.01055256,-0.02098543,788.0696,25.2398,-100.3867,-1.179859,0.01385157,2.732909E-5,2.857976E-6,0.1516397,1.819872E-5,0.05232991,1.457785E-4,2.465808E-5,1.33881E-14,1.779949E-11,4.967385E-8,4.384046E-9,1.041865E-4,0.0657179,0.01273162,0.005441431,1.332039E-7,6.404084E-4,7.138166E-9,3.448511E-5,1.281414E-4,3.537719E-13,1.852379E-5,2.53247E-9,1.63972E-4,1.995714E-6,4.984211E-4,3.441624E-9,1.70188E-5,8.954886E-9,3.066098E-11,7.454053E-10,6.154511E-9,2.275674E-8,2.007016E-6,2.985411E-7,9.539469E-9,2.041891E-9,5.409538E-7,1.077432E-8,1.056226E-7,3.273431E-10,0.6964424,5.74772E-8,6.727307E-6,6.368267E-7,8.844484E-6,27.03675,4.18092E-4,1.269432E7,-2.066454E9,4433.873,-30.50605,3.531069E-4,6427.316,4.150947,6.887851,1.744065,1.099806,1.710487,1.422908,1.124924,1.117475,1.639412,1.868433,1.263714,1.263714,1.235197,1.261731,1.116234,0.8956854,0.9448831,0.9373709,0.9202298,0.9202362,0.9179417,0.9456527,0.9361322,0.9272376,0.9206243,0.847679,0.8409861,1.396528,0.8000082,0.800008,1.554885,1.839223,1.797891,1.327592,1.093457,1.107434,0.9783178,0.8866527,1.12131,1.101232,0.9340529,0.9256423,1.396509,0.8904261,0.8904261,0.8904261,0.8944464,1.098654,1.095894,0.6568472,0.6540494,0.7964011,0.7929459,8.570011E-12,8.570011E-12,3.219988E-28,2.481232E-10,2.481232E-10,2.780345E-28,4.365061E-7,4.452768E-7,8.770735E-9,1.992585E-6,1.992585E-6,2.725252E-17
